Page ID,Page name,Disclaimer,Amount spent (EUR),coalition,party,election,coder
337872406314816,Süd-Tiroler Freiheit,Süd-Tiroler Freiheit,≤100,,,,
102177484591440,Nadia Rossi,Nadia Rossi,≤100,,,,
161746774183128,Tam Tam tv Siracusa,Tam Tam Tv,≤100,,,,
111651598443200,Pino Rotta,These ads ran without a disclaimer,≤100,,,,
104210531887775,Terra Dea Comitato Ambientalista San Giorgio a Cremano Na,These ads ran without a disclaimer,≤100,,,,
100523682944027,filosomattia.official,These ads ran without a disclaimer,≤100,,,,
105326115386676,The New Voice of Ukraine,These ads ran without a disclaimer,≤100,,,,
174921619345619,Samuele Mascarin - LE IDEE IN COMUNE,Samuele Mascarin - LE IDEE IN COMUNE,≤100,,,,
103259369327439,crescere_nel_noprofit,These ads ran without a disclaimer,≤100,,,,
510686362454111,Luca Bergamo,These ads ran without a disclaimer,≤100,,,,
101773465938136,Fit for 55 - Explained,These ads ran without a disclaimer,≤100,,,,
1424071557850789,Associazione Le Onde - Onlus,Le Onde Onlus,≤100,,,,
110144077841975,Salvatore Colacicco,Salvatore Colacicco,≤100,,,,
370557446365305,Deloitte,These ads ran without a disclaimer,≤100,,,,
102959495757061,Cambiamo Insieme Mulazzo,These ads ran without a disclaimer,≤100,,,,
562409717533782,S4C.news - Stand for Christians,These ads ran without a disclaimer,≤100,,,,
146079956192990,For Farma,For Farma,≤100,,,,
101067571696261,Salvo Sallemi,Salvatore Sallemi Sindaco,≤100,,,,
1449052665318446,EU Agency for Asylum - EUAA,These ads ran without a disclaimer,≤100,,,,
19746387261,Humane Society International,These ads ran without a disclaimer,≤100,,,,
177425929118747,Silvio Paolucci,Silvio Paolucci,≤100,,,,
103814352620250,Wiadomość dnia,These ads ran without a disclaimer,≤100,,,,
927450077309387,Kodarit,These ads ran without a disclaimer,≤100,,,,
473247159761222,Le Contemporanee,These ads ran without a disclaimer,≤100,,,,
169654563482312,Sergio Emidio Bini,Sergio Emidio Bini,≤100,,,,
111248370311098,Associazione SENZA PAURA,These ads ran without a disclaimer,≤100,,,,
109584972030930,Giacinto Giambellini,Pamela Pecis,≤100,,,,
272533203238562,Clesi Prefabbricati,These ads ran without a disclaimer,≤100,,,,
449065815176930,D'apolito X Tutti,These ads ran without a disclaimer,≤100,,,,
345136718845,Ministero dell'Ambiente e della Sicurezza Energetica,Ministero dell'Ambiente e della Sicurezza Energetica,≤100,,,,
101327682798805,coffeebeansnews,These ads ran without a disclaimer,≤100,,,,
109781560625892,Studio Legale Irma Conti,Fabio Stancati,≤100,,,,
663706213838768,Carmela Auriemma,Carmela Auriemma,≤100,,,,
1933493643607841,Terrasanta.net,These ads ran without a disclaimer,≤100,,,,
102776504903590,Claudio Parroccini,Parroccini Claudio,≤100,,,,
328283157814676,ViviAmo Terrassa,Iacopo Biasin,≤100,,,,
292557288123759,AFemaleChoice,These ads ran without a disclaimer,≤100,,,,
113338546765157,Mavigas,These ads ran without a disclaimer,≤100,,,,
321039608477156,Milleruote Club ASI n.80,These ads ran without a disclaimer,≤100,,,,
102310124637556,Investitore Pro,These ads ran without a disclaimer,≤100,,,,
25054822553,Mondadori,These ads ran without a disclaimer,≤100,,,,
775602712839612,Gilberta Giacchetti - Comune di  Osimo,These ads ran without a disclaimer,≤100,,,,
100246296238541,veganwannabe2022,These ads ran without a disclaimer,≤100,,,,
231622230209239,Nuno Eiró,These ads ran without a disclaimer,≤100,,,,
580324295505361,Politico  Vincente,Stefano D'Agostino,≤100,,,,
1598538693745362,Federcaccia Nazionale,These ads ran without a disclaimer,≤100,,,,
100634605942122,Urban Radio,These ads ran without a disclaimer,≤100,,,,
108968771840180,Aliseo,These ads ran without a disclaimer,≤100,,,,
103378935366423,Europa Verde - Verdi L'Aquila,Paolo Fasciani,≤100,,,,
378753352903423,Aiteca,These ads ran without a disclaimer,≤100,,,,
100279796003507,Insieme per Magnago e Bienate,Emanuele Brunini,≤100,,,,
1468582010125799,Leonardo Cecchi,Leonardo Cecchi,≤100,,,,
102887921779425,Il Gallo Silvestre,Di Bello Alberto Carlo Luigi,≤100,,,,
144293048945865,Knowità,Knowità Srl,≤100,,,,
345855442266755,Nojolia,These ads ran without a disclaimer,≤100,,,,
155629941217169,CRAI - Supermercati e negozi alimentari,These ads ran without a disclaimer,≤100,,,,
214283755421613,Antonello Peru,Antonello Peru,≤100,,,,
114885628155222,Il Pungolo,Il pungolo,≤100,,,,
1440383032939789,Antonio Palermo - Sindaco di Mendicino,Antonio Palermo,≤100,,,,
108677198363140,blacklivesfromgeneration,These ads ran without a disclaimer,≤100,,,,
1196352583820483,Wonderful Italy,Wonderful Italy,≤100,,,,
102562382585728,Mattia Galeazzi,Mattia Galeazzi,≤100,,,,
168359210182721,Ilaria Dal Zovo - M5S Friuli Venezia Giulia,Roberto Vittorio Zampieri,≤100,,,,
305907972895414,Pays d'Aoste Souverain,Daniela Amato,≤100,,,,
1971268543118902,Istituto Tecnico Superiore Agroalimentare,These ads ran without a disclaimer,≤100,,,,
104616535864747,Ubaldo Zerbinati,Emanuel Di Marco,≤100,,,,
105183201908061,alessio.di.modica,These ads ran without a disclaimer,≤100,,,,
106097955166502,Cristiani Radicali,These ads ran without a disclaimer,≤100,,,,
178948469536215,Saverio De Bonis,Saverio De Bonis,≤100,,,,
1520945367921023,Fabio Pizzul,Fabio Pizzul,≤100,,,,
103191465604360,Il Lupo Cerviero,These ads ran without a disclaimer,≤100,,,,
2444637612428306,Andrea Montemurro,These ads ran without a disclaimer,≤100,,,,
325880488176976,University Network,These ads ran without a disclaimer,≤100,,,,
370752211380,Ravennanotizie.it,These ads ran without a disclaimer,≤100,,,,
113374790569342,Sportello per immigrati,These ads ran without a disclaimer,≤100,,,,
179644008773116,Comune di Castel Maggiore,Comune di Castel Maggiore,≤100,,,,
106931638830061,Pensiero Politico Polemico,These ads ran without a disclaimer,≤100,,,,
925888160756198,Sinistra Italiana Macerata,Serena Cavalletti,≤100,,,,
100595295845656,Giacomo Marinacci Assessore ai Lavori Pubblici e Urbanistica di Deruta,Giacomo Marinacci,≤100,,,,
1781734858764515,Cascina Bellaria,These ads ran without a disclaimer,≤100,,,,
186296048057540,Turri,These ads ran without a disclaimer,≤100,,,,
1858802524437567,Giovanna Cristina Vivinetto,These ads ran without a disclaimer,≤100,,,,
112552223663718,Progetto Virecli,These ads ran without a disclaimer,≤100,,,,
100370792840782,Don Riboldi Il coraggio tradito,Don Riboldi Il coraggio tradito,≤100,,,,
100916645668552,Orabona Mario,These ads ran without a disclaimer,≤100,,,,
638708413000673,FASS,These ads ran without a disclaimer,≤100,,,,
100260436022410,Moda_sostenibile_blog,These ads ran without a disclaimer,≤100,,,,
237312406418173,Jacopo Zannini,Jacopo Zannini,≤100,,,,
214434162020466,Antonio Marciano,Antonio Marciano,≤100,,,,
210270519580762,Francesco Italia Sindaco,Francesco Italia Sindaco,≤100,,,,
180480444225,GD Roma XIV,GD Roma XIV,≤100,,,,
321323988548331,Ilaria Boggi,Boggi Ilaria,≤100,,,,
257190787762428,Simone Negri,Simone Negri,≤100,,,,
189243321100435,CIG Arcigay Milano,Arcigay Milano,≤100,,,,
499481253550144,Editrice La Scuola - Primaria,These ads ran without a disclaimer,≤100,,,,
625590310861100,Giancarlo Tagliaferri,Giancarlo Tagliaferri,≤100,,,,
604672546226765,Marco Pavese - Candidato al Consiglio Regionale,Marco Pavese,≤100,,,,
1510420532566356,Davide Acampora consigliere comunale di Treviso,Davide Acampora consigliere comunale di Treviso,≤100,,,,
311377002815583,Terricciola SiCura,Terricciola SiCura,≤100,,,,
110786171617396,Vito D’Alessandro - Un Cittadino “in Comune”,D'Alessandro Vito,≤100,,,,
1176999669002221,Performer,These ads ran without a disclaimer,≤100,,,,
104623828329484,crisalibri_letterarie,These ads ran without a disclaimer,≤100,,,,
103874987940653,Frédéric Imbert Studio,These ads ran without a disclaimer,≤100,,,,
108016291820444,Raffaella Tregua,These ads ran without a disclaimer,≤100,,,,
112287268420692,Luca Ventura,These ads ran without a disclaimer,≤100,,,,
103703844791841,Vincenzo Calce,These ads ran without a disclaimer,≤100,,,,
112352097277857,Spazio Spadoni,These ads ran without a disclaimer,≤100,,,,
314549568640295,Expoitalyonline - Geopolitica - Politica,Roberto Vittorio Zampieri,≤100,,,,
108908061937278,StockGain,These ads ran without a disclaimer,≤100,,,,
110010900595444,Manuela Limonta Mentor,These ads ran without a disclaimer,≤100,,,,
156980270981618,Fondazione Mondo Digitale,These ads ran without a disclaimer,≤100,,,,
106739227899316,Zeta,Federico Roberti,≤100,,,,
1948843311809719,Alessandro Corbetta,Alessandro Corbetta,≤100,,,,
237843932914197,Alground Tecnologia Cyberwarfare,These ads ran without a disclaimer,≤100,,,,
1517088885216557,AIG,These ads ran without a disclaimer,≤100,,,,
114142374843172,Lanostraideaditerritorio,Antonio Novara,≤100,,,,
169737027011509,Friendly Shop,These ads ran without a disclaimer,≤100,,,,
381061375420543,Andrea Caroppo,Andrea Caroppo,≤100,,,,
1729365230675773,Simone Coco,Simone Coco,≤100,,,,
1219230774928462,Deposito102,These ads ran without a disclaimer,≤100,,,,
103883909128749,The Muffa,These ads ran without a disclaimer,≤100,,,,
196867727176671,Gianni Lampis,Gianni Lampis,≤100,,,,
106583898850663,Harrington Frazier,These ads ran without a disclaimer,≤100,,,,
431053663949727,Talking Hands - Con le mani mi racconto,These ads ran without a disclaimer,≤100,,,,
364760893882294,Gruppo civico Gaetano Iacono Sindaco,Gaetano Iacono,≤100,,,,
186170825369294,Domenico Bonanno,Domenico Bonanno,≤100,,,,
1199584016870779,Bayer Italia,Bayer Italia,≤100,,,,
102640712744035,ritacoco_demos,These ads ran without a disclaimer,≤100,,,,
110257088624911,carlosmilano_,These ads ran without a disclaimer,≤100,,,,
106333694828368,Officine 21 Consulting,These ads ran without a disclaimer,≤100,,,,
178231156698,Telepass,Telepass,≤100,,,,
716882765141129,Emma Petitti,Emma Petitti,≤100,,,,
228306684015272,Diego Di Franco - Il Meraviglioso Mondo Dei Papà,Diego Di Franco,≤100,,,,
107173698926440,Rindiendo en casa,These ads ran without a disclaimer,≤100,,,,
272871042742860,Enzo Salvaggio,Enzo Salvaggio,≤100,,,,
404498702965359,Eticapa.it - Associazione Nuova Etica Pubblica,These ads ran without a disclaimer,≤100,,,,
1397088267244504,Fondo Pegaso,These ads ran without a disclaimer,≤100,,,,
528849137236793,Roberto Jr Silveri,These ads ran without a disclaimer,≤100,,,,
500948160053562,Monica Sambo per Venezia,Monica Sambo,≤100,,,,
254392371560419,Conto Corrente Online,These ads ran without a disclaimer,≤100,,,,
1388198691443350,Francesco Ameli,Francesco Ameli,≤100,,,,
108093978449431,Venti di Storia,These ads ran without a disclaimer,≤100,,,,
104390011325386,MOW - mowmag.com,These ads ran without a disclaimer,≤100,,,,
384250648682059,Albergo Etico Roma,These ads ran without a disclaimer,≤100,,,,
145182138891244,Sto Italia,These ads ran without a disclaimer,≤100,,,,
110148550676851,Cristiano Ceriello,Cristiano Ceriello,≤100,,,,
670372519737100,Usb Salerno,These ads ran without a disclaimer,≤100,,,,
560317800682461,Luca Cannata,Giovanni Luca Cannata,≤100,,,,
110650648529789,public_space_is_not_only_yours,These ads ran without a disclaimer,≤100,,,,
482902741817004,Nova Engineering Project - Ing. Matteo Palazzetti,These ads ran without a disclaimer,≤100,,,,
1603966533257308,Maria Cristina Pisani,These ads ran without a disclaimer,≤100,,,,
135939353144289,Alcantara,These ads ran without a disclaimer,≤100,,,,
356989207745941,Mimmo Tuccillo,Domenico Tuccillo,≤100,,,,
217714105263707,Multicut A/S,These ads ran without a disclaimer,≤100,,,,
1655301791197636,Giacomo Termine,Giacomo Termine,≤100,,,,
111817960692487,Lapoltronablu,These ads ran without a disclaimer,≤100,,,,
289752771388757,Culligan Italiana,These ads ran without a disclaimer,≤100,,,,
1390167717964522,Sidersan Spa,SIDERSAN S.P.A.,≤100,,,,
102627225818858,Dolores Bevilacqua,Dolores Bevilacqua,≤100,,,,
104463879058862,Psychology institute,These ads ran without a disclaimer,≤100,,,,
101466779439337,vdd.project,These ads ran without a disclaimer,≤100,,,,
254684918396630,VDA Group,These ads ran without a disclaimer,≤100,,,,
347978718728462,ASD Educamicane - io e il cane felici di vivere insieme,These ads ran without a disclaimer,≤100,,,,
728307123952960,Settimanale InFolio,These ads ran without a disclaimer,≤100,,,,
110345991123871,eMission,These ads ran without a disclaimer,≤100,,,,
2316890521929790,Per Cambiare L'Ordine delle Cose - Forum nazionale,These ads ran without a disclaimer,≤100,,,,
196352804621135,Italgas,These ads ran without a disclaimer,≤100,,,,
107133621555354,Croissant Design,These ads ran without a disclaimer,≤100,,,,
109198811984904,consensusomniumbonorum,These ads ran without a disclaimer,≤100,,,,
213958045803679,Nicola Pesce Himself,These ads ran without a disclaimer,≤100,,,,
105614739089788,rena.toalice,These ads ran without a disclaimer,≤100,,,,
178015326254577,Telefono Viola.,Angelo Zibra,≤100,,,,
141168006007018,Circolo Dossetti di Milano,These ads ran without a disclaimer,≤100,,,,
109505429074533,Sellerio,These ads ran without a disclaimer,≤100,,,,
100612064982937,Storie da Caffè,These ads ran without a disclaimer,≤100,,,,
386268291784330,Simone Verni - M5S Lombardia,Emanuela Gorla,≤100,,,,
1780820482144866,Donne Meridiane,These ads ran without a disclaimer,≤100,,,,
108657568735445,Sanoma Italia per l'Area scientifica,These ads ran without a disclaimer,≤100,,,,
109019128001316,A proposito di Natura,These ads ran without a disclaimer,≤100,,,,
163725233653818,Rocko Garoni,These ads ran without a disclaimer,≤100,,,,
119095447746655,Mara Fortuna,These ads ran without a disclaimer,≤100,,,,
101220458964501,Autonomia e Libertà,Autonomia e Libertà,≤100,,,,
1917715138510680,Follow Your Legend,These ads ran without a disclaimer,≤100,,,,
125149347500364,Arci Milano,Tommaso Ferdinando Nogari Notarianni,≤100,,,,
356583437751487,EU Climate Action,These ads ran without a disclaimer,≤100,,,,
2018068638421522,Manteco,These ads ran without a disclaimer,≤100,,,,
102982348656016,Emiliano Cangu - Consulente Finanziario Indipendente,These ads ran without a disclaimer,≤100,,,,
100236976312137,Elezioni Regione Lombardia 2023 Lista Civica Fontana Presidente Pavia,Enrico Vignati,≤100,,,,
187561254997,Il Sole 24 ORE - Lavoro,These ads ran without a disclaimer,≤100,,,,
1623129891325124,Italia in Classe A,These ads ran without a disclaimer,≤100,,,,
104578154630928,BIC Incubatori FVG,BIC INCUBATORI S.R.L.,≤100,,,,
189654078531182,Rita D'andrea Autrice,These ads ran without a disclaimer,≤100,,,,
101826076153855,Io sto con Carlo Caputo,These ads ran without a disclaimer,≤100,,,,
858978914301186,ReteTel Italia,These ads ran without a disclaimer,≤100,,,,
554378897906935,Diana De Marchi,These ads ran without a disclaimer,≤100,,,,
188709048330572,Abu Dhabi Sustainability Week - ADSW,These ads ran without a disclaimer,≤100,,,,
158105921408965,Libricini,These ads ran without a disclaimer,≤100,,,,
431004543715113,PSI Bitonto,Luca Sergio Matera,≤100,,,,
677973472284686,Ma che Italia è mai questa?,Massimo Arcangeli,≤100,,,,
161997982308901,Intrusa,These ads ran without a disclaimer,≤100,,,,
259250121425738,Giuseppe Pasquile,Giuseppe Pasquile,≤100,,,,
1835853853222010,ULTRASOUNDtech,These ads ran without a disclaimer,≤100,,,,
102086801749644,Caleb's Novel,These ads ran without a disclaimer,≤100,,,,
487697861290707,Moros di Gina Tondo,These ads ran without a disclaimer,≤100,,,,
217896574898601,Banca Ifis,These ads ran without a disclaimer,≤100,,,,
109676708498126,Cole Rosario,These ads ran without a disclaimer,≤100,,,,
101292282101391,Autotecnica Antoniazzi,These ads ran without a disclaimer,≤100,,,,
669723373220313,Ruul,These ads ran without a disclaimer,≤100,,,,
101028898288731,Web Radio Ciao 21,Massimo Di Salvio,≤100,,,,
208908549689110,Il segreto di Fontamara,These ads ran without a disclaimer,≤100,,,,
504963402964897,PD Castelfranco Emilia,Partito Democratico di Castelfranco Emilia,≤100,,,,
105921652410578,lucrezia.bucci_regionali2023,These ads ran without a disclaimer,≤100,,,,
1856759967687076,Dio arriverà all'alba - Alda Merini,These ads ran without a disclaimer,≤100,,,,
115834959855187,Andreas Fernandez,Andreas Fernandez,≤100,,,,
170657889616017,EcoTendenze,Eco Connection Media,≤100,,,,
524134321301605,"Sinistra , Ambiente, Lavoro",These ads ran without a disclaimer,≤100,,,,
746334945473528,Confartigianato Imprese Grosseto,These ads ran without a disclaimer,≤100,,,,
104730438003911,Cambiamenti Climatici - News e approfondimenti,These ads ran without a disclaimer,≤100,,,,
104116755731895,Xavia Bearer,These ads ran without a disclaimer,≤100,,,,
863670390343095,Gruppo Illiria,These ads ran without a disclaimer,≤100,,,,
1546955105336887,Davide Di Noi,Davide Di Noi,≤100,,,,
109287884695248,Leonardo Majocchi in Consiglio,Leonardo Majocchi,≤100,,,,
278535582495208,Conmenrdw,These ads ran without a disclaimer,≤100,,,,
114099147587829,Democratici per Vigodarzere,These ads ran without a disclaimer,≤100,,,,
394781987660145,OVB Consulenza Patrimoniale  - Italia,These ads ran without a disclaimer,≤100,,,,
353659598033578,Edizioni Artestampa,These ads ran without a disclaimer,≤100,,,,
391541977847052,Denis Madini - Personal Dog Trainer,These ads ran without a disclaimer,≤100,,,,
108118322038518,Agnese Balducci,Agnese Balducci,≤100,,,,
151101408308636,Marcopolo Environmental Group,These ads ran without a disclaimer,≤100,,,,
125622050806120,MILITALIA STORE ROMA,These ads ran without a disclaimer,≤100,,,,
113782278283504,Italiadubailegalcounsel,These ads ran without a disclaimer,≤100,,,,
417590008596992,Sud e Civiltà,Sud e Civilta,≤100,,,,
584202195061317,Francia Pellet,These ads ran without a disclaimer,≤100,,,,
305098949676679,Comincenter,Comincenter,≤100,,,,
2297415040578473,SOSutenze,These ads ran without a disclaimer,≤100,,,,
738144506224261,Emedea  La Nostra Famiglia,Associazione La Nostra Famiglia,≤100,,,,
1421780938122422,Carlo Sibilia,These ads ran without a disclaimer,≤100,,,,
1616951591900830,Cgil Benevento,CGIL Benevento,≤100,,,,
1511090682500479,Tuttavia Palermo,Francesca Chiarenza,≤100,,,,
140460569357310,Federcontribuenti,These ads ran without a disclaimer,≤100,,,,
359144898219068,Gianmarco Medusei,These ads ran without a disclaimer,≤100,,,,
586704648111383,That's Italia,These ads ran without a disclaimer,≤100,,,,
49174645891,Andrea Volpe,Andrea Volpe,≤100,,,,
172355223478666,Angelantonio Angarano,Angelantonio Angarano,≤100,,,,
113705828225073,dear.jammy,These ads ran without a disclaimer,≤100,,,,
622710157744372,Dire.it,These ads ran without a disclaimer,≤100,,,,
492100370855904,Leonardo De Marzo,Leonardo De Marzo,≤100,,,,
1792678934157611,Il tuo Universo Donna,These ads ran without a disclaimer,≤100,,,,
166395374204206,Antonello Blog Personale,Antonello Di Russo,≤100,,,,
251121544930214,CNA Milano,These ads ran without a disclaimer,≤100,,,,
120434639343701,Giovane Futuro Sutri,These ads ran without a disclaimer,≤100,,,,
1405081559796130,Gugu's Scarpe Abbigliameto Borse,These ads ran without a disclaimer,≤100,,,,
968643809909024,Mubariz Mansimov,These ads ran without a disclaimer,≤100,,,,
605435696586935,Alessandra Todde,These ads ran without a disclaimer,≤100,,,,
119788749421831,Barcaioli Fabio,Barcaioli Fabio,≤100,,,,
2010818202289586,Christian Luisi,Christian Luisi,≤100,,,,
101391088294667,Eduardo Montefusco,These ads ran without a disclaimer,≤100,,,,
1858596127747955,Paolo Ferrari - Brescia,Paolo Ferrari,≤100,,,,
100497765649430,filomenapatrizia,These ads ran without a disclaimer,≤100,,,,
502864049810547,Infodifesa,These ads ran without a disclaimer,≤100,,,,
131169181232,VOGUE JAPAN,These ads ran without a disclaimer,≤100,,,,
104580274821090,2hands Ancona ODV,These ads ran without a disclaimer,≤100,,,,
343132907074660,Villy de Luca,These ads ran without a disclaimer,≤100,,,,
395165287247949,A Sud Onlus,These ads ran without a disclaimer,≤100,,,,
109746490756713,Missioni Francescane,Missioni Francescane,≤100,,,,
365158810228248,Green Engine Lab - University of Salento,These ads ran without a disclaimer,≤100,,,,
100787801485298,Luca Babudieri,Luca Babudieri,≤100,,,,
109915168657134,IBIS,These ads ran without a disclaimer,≤100,,,,
556225464427184,Blasting News,These ads ran without a disclaimer,≤100,,,,
103841508519653,日本留学ネット・Japan Alumni Global Network,These ads ran without a disclaimer,≤100,,,,
884455481592665,European People,These ads ran without a disclaimer,≤100,,,,
336605546952901,Davide Desantis,These ads ran without a disclaimer,≤100,,,,
579498439054155,Pierpaolo Giuri,Pierpaolo Giuri,≤100,,,,
174459382713742,emuse,These ads ran without a disclaimer,≤100,,,,
1256189614498949,Alberto Bozza,Alberto Bozza,≤100,,,,
1950199211871159,EuroPride 2023,These ads ran without a disclaimer,≤100,,,,
104698667635196,Dott.ssa Camilla Maduri,These ads ran without a disclaimer,≤100,,,,
1498956297069023,Stefano Clerici,Stefano Clerici,≤100,,,,
104525187934033,Specchio d'Italia,Specchio d'Italia,≤100,,,,
1063894930344430,Bernobich Stefano - Consigliere comunale,Stefano Bernobich,≤100,,,,
111382957085503,Cambioilmondo,These ads ran without a disclaimer,≤100,,,,
108350280912414,Federico Ferrai,Federico Ferrai,≤100,,,,
506678362702728,Michela Palestra - Sindaco di Arese,Michela Palestra,≤100,,,,
72324112111,PROFESSIONE CAMIONISTA,These ads ran without a disclaimer,≤100,,,,
101696411293010,M5S San Donato Milanese,These ads ran without a disclaimer,≤100,,,,
103196207749205,Alberto Grandi Scrittore,These ads ran without a disclaimer,≤100,,,,
182566748543516,LOQI,These ads ran without a disclaimer,≤100,,,,
111560891822042,Soprani Marcello Candidato Lista Moratti Elezioni Lombardia 2023,Marcello Soprani,≤100,,,,
106857795230167,The Other Side of the Dark Side,These ads ran without a disclaimer,≤100,,,,
483145948863728,Giovanni Matarazzo,Giovanni Matarazzo,≤100,,,,
108059111628543,Ada Lopreiato,These ads ran without a disclaimer,≤100,,,,
101388672787942,avrahamdrewkoven,These ads ran without a disclaimer,≤100,,,,
103231785018508,aico_news,These ads ran without a disclaimer,≤100,,,,
1407611202880768,Raffaele Cucchi,Dario Quieti,≤100,,,,
687260754715350,Fabriano Storica,Fabriano Storica,≤100,,,,
663706213838768,Carmela Auriemma,These ads ran without a disclaimer,≤100,,,,
480682688748323,Cristiano Moiola,Cristiano Moiola,≤100,,,,
103992379264335,paolobosioo,These ads ran without a disclaimer,≤100,,,,
114375818720000,Lavora con noi di JT Care Italia,These ads ran without a disclaimer,≤100,,,,
1537401999847009,Paolo Bongioanni - Il Kaimano,Paolo Bongioanni,≤100,,,,
1576444002611235,Salute e Sviluppo,These ads ran without a disclaimer,≤100,,,,
103002934764127,PON Legalità 2014-2020,These ads ran without a disclaimer,≤100,,,,
142749879072224,BlacK Out Totale,These ads ran without a disclaimer,≤100,,,,
104780068370176,Carugate in Azione,Luca Geronimi,≤100,,,,
107070207790268,ManuPausa,These ads ran without a disclaimer,≤100,,,,
789069901157165,Nature and Animals - My Natura,These ads ran without a disclaimer,≤100,,,,
109093508640815,orange4live,These ads ran without a disclaimer,≤100,,,,
1382300868757748,TBM Group,These ads ran without a disclaimer,≤100,,,,
116131587769253,Interreg Resistance,These ads ran without a disclaimer,≤100,,,,
344781752305190,Eticam,These ads ran without a disclaimer,≤100,,,,
148510888496015,CVCS,These ads ran without a disclaimer,≤100,,,,
100547572363384,L’Alternativa,These ads ran without a disclaimer,≤100,,,,
1733499100094181,Trusters,Trusters,≤100,,,,
102887921779425,Il Gallo Silvestre,These ads ran without a disclaimer,≤100,,,,
132947160060577,Luca Sani,Luca Sani,≤100,,,,
113744660501294,Daniele Iseppi Consigliere Comunale  Pavullo,Daniele Iseppi,≤100,,,,
101732063293364,Istituto Toniolo,Istituto Toniolo,≤100,,,,
105481915706276,Adapto,These ads ran without a disclaimer,≤100,,,,
337904449630863,Isabelle Busch Fine Jewelry,These ads ran without a disclaimer,≤100,,,,
1431465240488204,Gabriele Michieletto Consigliere Regionale - Zaia Presidente,Gabriele Michieletto,≤100,,,,
267633166627729,DAS Difesa Legale,These ads ran without a disclaimer,≤100,,,,
683436135352620,Rothoblaas solutions for safety,These ads ran without a disclaimer,≤100,,,,
100556422097860,Danish Crown Italia,These ads ran without a disclaimer,≤100,,,,
693009861537935,Mountain Genius,These ads ran without a disclaimer,≤100,,,,
323052568523041,Storia D'Italia,These ads ran without a disclaimer,≤100,,,,
102595642725946,AAPI Associazione Apicoltori Professionisti Italiani,These ads ran without a disclaimer,≤100,,,,
32465332324,Nuovo Devoto-Oli,These ads ran without a disclaimer,≤100,,,,
103620325959760,Claudio Minelli alla Regione Lazio,These ads ran without a disclaimer,≤100,,,,
2211927319054601,Il Bisbetico Dannato,These ads ran without a disclaimer,≤100,,,,
1655556211425432,Patrizia Marzocchi,These ads ran without a disclaimer,≤100,,,,
1620815901537156,Sun Investment Group,These ads ran without a disclaimer,≤100,,,,
106005222027595,podisticasavonese,These ads ran without a disclaimer,≤100,,,,
395137167342225,Dario De Lucia,Dario De Lucia,≤100,,,,
159910277972589,Pippo Gennuso,These ads ran without a disclaimer,≤100,,,,
171185123090869,Federazione Italiana Epilessie - FIE,These ads ran without a disclaimer,≤100,,,,
352187308292636,Mezzopieno,These ads ran without a disclaimer,≤100,,,,
313921795372176,Lucca in Diretta,These ads ran without a disclaimer,≤100,,,,
173721699723204,Fondazione 1563,These ads ran without a disclaimer,≤100,,,,
665319770567390,ISAAC antisismica,These ads ran without a disclaimer,≤100,,,,
104088015746430,Barcelona Cybersecurity Congress,These ads ran without a disclaimer,≤100,,,,
109609867943568,Vincenzo Schiavo,Vincenzo Schiavo,≤100,,,,
104360645377553,Il Compagno Cioffy,These ads ran without a disclaimer,≤100,,,,
292002550983340,UAE Delegazione Campania,These ads ran without a disclaimer,≤100,,,,
111909065124776,civici_in_comune_,These ads ran without a disclaimer,≤100,,,,
128648440541408,GreenStyle,These ads ran without a disclaimer,≤100,,,,
452876318140312,Valter Piscedda,Valter Piscedda,≤100,,,,
101486552782564,Unbrandable,These ads ran without a disclaimer,≤100,,,,
314647556795,Vasco Errani,These ads ran without a disclaimer,≤100,,,,
106130378633997,LUX - Universal safer 360 bike lights - Made in Italy,These ads ran without a disclaimer,≤100,,,,
859842534051988,Studio di architettura Adele Sironi,These ads ran without a disclaimer,≤100,,,,
408867642524157,Franco Lucente,These ads ran without a disclaimer,≤100,,,,
112957118322299,Buashe,These ads ran without a disclaimer,≤100,,,,
840175292995931,Emiliano Occhi Consigliere Regionale,Emiliano Occhi,≤100,,,,
322901021759598,Federico Morgagni - Consigliere comunale di Forlì,Federico Morgagni,≤100,,,,
109162565195203,Psicologo Positivo,These ads ran without a disclaimer,≤100,,,,
109303448291537,Dott. Roberto Minotti - Studio di San Giovanni & Monteverde,These ads ran without a disclaimer,≤100,,,,
105697815298,Andrea Zanoni,These ads ran without a disclaimer,≤100,,,,
101571535935993,Stop_afrofobia,These ads ran without a disclaimer,≤100,,,,
111552704800586,GiacomoNegro Consigliere di Municipio,GiacomoNegro Consigliere di Municipio,≤100,,,,
194674343880352,Raffaele Franco Photography,These ads ran without a disclaimer,≤100,,,,
156571947736127,Scuole in Rete per un Mondo di Solidarietà e Pace,These ads ran without a disclaimer,≤100,,,,
114057948224024,Новости дня,These ads ran without a disclaimer,≤100,,,,
403956182990513,Fronte della Gioventù Comunista - FGC,These ads ran without a disclaimer,≤100,,,,
404012296306032,Imoving Noleggio e Vendita E-Bike,These ads ran without a disclaimer,≤100,,,,
110601438611168,EU News,These ads ran without a disclaimer,≤100,,,,
1375805446060553,Corsi di preparazione ai concorsi pubblici,These ads ran without a disclaimer,≤100,,,,
100742592789147,Paolo Pireddu - Sindaco di Villaurbana,Paolo Pireddu,≤100,,,,
